tag,stemtag,survey.ID,year,month,day,biannual,intraannual,sp,quadrat,lx,ly,measure,codes,notes,status,field.recorders,data.enter,stemID,treeID,dendDiam,dbh,new.band,dendroID,type,dir,dendHt,crown.condition,crown.illum,lianas,measureID
10671,1,2020.12,2020,8,18,1,1,quru,114,6.2,14.5,68.28,, ,alive, Cameron Dow, Cameron Dow,1609,1609,NA,851,0,750,2,NA,1.32,NA,NA,NA,NA
10671,1,2020.13,2020,9,4,1,1,quru,114,6.2,14.5,68.6,, ,alive, Cameron Dow, Cameron Dow,1609,1609,NA,851,0,750,2,NA,1.32,NA,NA,NA,NA
10671,1,2020.14,2020,9,17,1,1,quru,114,6.2,14.5,69.27,, ,alive, Cameron Dow, Cameron Dow,1609,1609,NA,851,0,750,2,NA,1.32,NA,NA,NA,NA
10671,1,2020.15,2020,10,3,1,1,quru,114,6.2,14.5,69.59,,NA,alive, Cameron Dow, Cameron Dow,1609,1609,NA,851,0,750,2,NA,1.32,NA,NA,NA,NA
12025,1,2020.01,2020,3,11,1,1,quru,117,15,16.3,46.54,NA,"band was loose, measurement taken after fixing",alive,Cameron Dow,Jessica Shue,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.02,2020,3,30,1,1,quru,117,15,16.3,47.08,NA,NA,alive,Cameron Dow,Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.03,2020,4,14,1,1,quru,117,15,16.3,47.12,NA,NA,alive,Cameron Dow,Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.04,2020,5,2,1,1,quru,117,15,16.3,49.99,NA,NA,alive,Cameron Dow,Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.05,2020,5,15,1,1,quru,117,15,16.3,50.59,NA,NA,alive,Cameron Dow,Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.06,2020,5,31,1,1,quru,117,15,16.3,54.99,, ,alive, Cameron Dow, Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.07,2020,6,12,1,1,quru,117,15,16.3,56.15,, ,alive, Cameron Dow, Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.08,2020,6,26,1,1,quru,117,15,16.3,57.8,, ,alive, Cameron Dow, Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.09,2020,7,8,1,1,quru,117,15,16.3,58.85,, ,alive, Cameron Dow, Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.1,2020,7,23,1,1,quru,117,15,16.3,60.59,,,alive, Cameron Dow, Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.11,2020,8,9,1,1,quru,117,15,16.3,63.93,, ,alive, Cameron Dow, Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.12,2020,8,18,1,1,quru,117,15,16.3,65.48,, ,alive, Cameron Dow, Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.13,2020,9,4,1,1,quru,117,15,16.3,65.5,, ,alive, Cameron Dow, Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.14,2020,9,17,1,1,quru,117,15,16.3,64.67,, ,alive, Cameron Dow, Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12025,1,2020.15,2020,10,3,1,1,quru,117,15,16.3,64.44,,NA,alive, Cameron Dow, Cameron Dow,1713,1713,NA,832.5,0,830,2,NA,1.3,NA,NA,NA,NA
12259,1,2020.01,2020,3,11,1,0,litu,125,16.3,1.5,40.97,NA,NA,alive,Cameron Dow,Jessica Shue,1934,1934,NA,1018.8,0,659,2,NA,1.23,NA,NA,NA,NA
12270,1,2020.01,2020,3,11,1,0,tiam,125,19.4,19.6,61.02,NA,NA,alive,Cameron Dow,Jessica Shue,1942,1942,NA,280.7,0,633,2,NA,1.19,NA,NA,NA,NA
12416,1,2020.01,2020,3,11,1,0,cato,129,17.1,16.1,5.98,NA,NA,alive,Cameron Dow,Jessica Shue,2070,2070,NA,126,0,862,2,NA,1.4,NA,NA,NA,NA
12508,1,2020.01,2020,3,11,1,0,litu,131,10.7,10.4,22.17,NA,NA,alive,Cameron Dow,Jessica Shue,2157,2157,NA,920,0,991,2,NA,1.25,NA,NA,NA,NA
20587,1,2020.01,2020,3,11,1,0,litu,208,14.8,1.3,148,NA,double-checked,alive,Cameron Dow,Jessica Shue,2778,2778,NA,1207.3,0,634,2,NA,1.33,NA,NA,NA,NA
20603,1,2020.01,2020,3,11,1,0,fram,208,6,12.8,118.64,NA,double-checked,alive,Cameron Dow,Jessica Shue,2793,2793,NA,840.8,0,12,2,NA,1.33,NA,NA,NA,NA
20617,1,2020.01,2020,3,11,1,0,litu,209,6.9,7.6,41.83,NA,NA,alive,Cameron Dow,Jessica Shue,2807,2807,NA,851,0,782,2,NA,1.32,NA,NA,NA,NA
20712,1,2020.01,2020,3,11,1,0,litu,212,1.5,8.3,60.49,NA,NA,alive,Cameron Dow,Jessica Shue,2897,2897,NA,896.2,0,725,2,NA,1.45,NA,NA,NA,NA
22004,1,2020.01,2020,3,11,1,0,litu,217,11.4,1.7,25.06,NA,NA,alive,Cameron Dow,Jessica Shue,3037,3037,NA,896.2,0,725,2,NA,1.45,NA,NA,NA,NA
22041,1,2020.01,2020,3,11,1,0,litu,217,1.8,19,46.85,NA,NA,alive,Cameron Dow,Jessica Shue,3072,3072,NA,817,0,751,2,NA,1.32,NA,NA,NA,NA
22170,1,2020.01,2020,3,11,1,0,litu,221,7.9,13.8,36.96,NA,new band,alive,Cameron Dow,Jessica Shue,3197,3197,NA,1128,1,979,2,NA,1.2,NA,NA,NA,NA
22315,1,2020.01,2020,3,11,1,0,caco,225,11,4,5.15,NA,double-checked,alive,Cameron Dow,Jessica Shue,3338,3338,NA,550,0,863,2,NA,1.4,NA,NA,NA,NA
22333,1,2020.01,2020,3,11,1,0,fram,226,5.5,2.7,48.33,NA,double-checked; shedding bark,alive,Cameron Dow,Jessica Shue,3354,3354,NA,421.6,0,17,2,NA,0.97,NA,NA,NA,NA
30225,1,2020.01,2020,3,11,1,1,qual,306,20,3.1,29.21,NA,NA,alive,Cameron Dow,Jessica Shue,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.02,2020,3,30,1,1,qual,306,20,3.1,29.6,NA,NA,alive,Cameron Dow,Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.03,2020,4,14,1,1,qual,306,20,3.1,30.38,NA,NA,alive,Cameron Dow,Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.04,2020,5,2,1,1,qual,306,20,3.1,31.66,NA,NA,alive,Cameron Dow,Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.05,2020,5,15,1,1,qual,306,20,3.1,31.32,NA,NA,alive,Cameron Dow,Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.06,2020,5,31,1,1,qual,306,20,3.1,31.04,, ,alive, Cameron Dow, Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.07,2020,6,12,1,1,qual,306,20,3.1,31.75,, ,alive, Cameron Dow, Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.08,2020,6,26,1,1,qual,306,20,3.1,32,, ,alive, Cameron Dow, Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.09,2020,7,8,1,1,qual,306,20,3.1,32.29,, ,alive, Cameron Dow, Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.1,2020,7,23,1,1,qual,306,20,3.1,32.14,,,alive, Cameron Dow, Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.11,2020,8,9,1,1,qual,306,20,3.1,32.39,, ,alive, Cameron Dow, Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.12,2020,8,18,1,1,qual,306,20,3.1,32.51,, ,alive, Cameron Dow, Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.13,2020,9,4,1,1,qual,306,20,3.1,32.56,, ,alive, Cameron Dow, Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.14,2020,9,17,1,1,qual,306,20,3.1,32.58,, ,alive, Cameron Dow, Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30225,1,2020.15,2020,10,3,1,1,qual,306,20,3.1,32.81,,NA,alive, Cameron Dow, Cameron Dow,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA
30233,1,2020.01,2020,3,11,1,1,fagr,306,15.6,16.2,25.31,NA,NA,alive,Cameron Dow,Jessica Shue,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.02,2020,3,30,1,1,fagr,306,15.6,16.2,26.33,NA,NA,alive,Cameron Dow,Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.03,2020,4,14,1,1,fagr,306,15.6,16.2,25.6,NA,NA,alive,Cameron Dow,Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.04,2020,5,2,1,1,fagr,306,15.6,16.2,25.22,NA,NA,alive,Cameron Dow,Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.05,2020,5,15,1,1,fagr,306,15.6,16.2,27.17,NA,NA,alive,Cameron Dow,Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.06,2020,5,31,1,1,fagr,306,15.6,16.2,30.23,, ,alive, Cameron Dow, Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.07,2020,6,12,1,1,fagr,306,15.6,16.2,32.19,, ,alive, Cameron Dow, Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.08,2020,6,26,1,1,fagr,306,15.6,16.2,35.69,, ,alive, Cameron Dow, Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.09,2020,7,8,1,1,fagr,306,15.6,16.2,37.99,, ,alive, Cameron Dow, Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.1,2020,7,23,1,1,fagr,306,15.6,16.2,39.55,,,alive, Cameron Dow, Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.11,2020,8,9,1,1,fagr,306,15.6,16.2,41.4,, ,alive, Cameron Dow, Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.12,2020,8,18,1,1,fagr,306,15.6,16.2,41.46,, ,alive, Cameron Dow, Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.13,2020,9,4,1,1,fagr,306,15.6,16.2,42.71,, ,alive, Cameron Dow, Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.14,2020,9,17,1,1,fagr,306,15.6,16.2,42.66,, ,alive, Cameron Dow, Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30233,1,2020.15,2020,10,3,1,1,fagr,306,15.6,16.2,42.56,,NA,alive, Cameron Dow, Cameron Dow,3874,3874,NA,1072,0,898,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.01,2020,3,11,1,1,fagr,306,15.3,18.5,12.15,NA,NA,alive,Cameron Dow,Jessica Shue,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.02,2020,3,30,1,1,fagr,306,15.3,18.5,12.29,NA,NA,alive,Cameron Dow,Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.03,2020,4,14,1,1,fagr,306,15.3,18.5,12.33,NA,NA,alive,Cameron Dow,Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.04,2020,5,2,1,1,fagr,306,15.3,18.5,12.35,NA,NA,alive,Cameron Dow,Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.05,2020,5,15,1,1,fagr,306,15.3,18.5,12.36,NA,NA,alive,Cameron Dow,Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.06,2020,5,31,1,1,fagr,306,15.3,18.5,12.38,, ,alive, Cameron Dow, Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.07,2020,6,12,1,1,fagr,306,15.3,18.5,12.5,, ,alive, Cameron Dow, Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.08,2020,6,26,1,1,fagr,306,15.3,18.5,12.98,, ,alive, Cameron Dow, Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.09,2020,7,8,1,1,fagr,306,15.3,18.5,13.12,, ,alive, Cameron Dow, Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.1,2020,7,23,1,1,fagr,306,15.3,18.5,13.18,,,alive, Cameron Dow, Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.11,2020,8,9,1,1,fagr,306,15.3,18.5,13.03,, ,alive, Cameron Dow, Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.12,2020,8,18,1,1,fagr,306,15.3,18.5,13.13,, ,alive, Cameron Dow, Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.13,2020,9,4,1,1,fagr,306,15.3,18.5,12.98,, ,alive, Cameron Dow, Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.14,2020,9,17,1,1,fagr,306,15.3,18.5,12.43,, ,alive, Cameron Dow, Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30234,1,2020.15,2020,10,3,1,1,fagr,306,15.3,18.5,13.28,,NA,alive, Cameron Dow, Cameron Dow,3875,3875,NA,81,0,924,2,NA,1.4,NA,NA,NA,NA
30331,1,2020.01,2020,3,11,1,1,cagl,306,8.3,19.5,38.94,NA,double-checked,alive,Cameron Dow,Jessica Shue,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.02,2020,3,30,1,1,cagl,306,8.3,19.5,40.76,NA,NA,alive,Cameron Dow,Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.03,2020,4,14,1,1,cagl,306,8.3,19.5,41.36,NA,NA,alive,Cameron Dow,Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.04,2020,5,2,1,1,cagl,306,8.3,19.5,42.5,NA,NA,alive,Cameron Dow,Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.05,2020,5,15,1,1,cagl,306,8.3,19.5,42.28,NA,NA,alive,Cameron Dow,Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.06,2020,5,31,1,1,cagl,306,8.3,19.5,44.98,, ,alive, Cameron Dow, Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.07,2020,6,12,1,1,cagl,306,8.3,19.5,45.46,, ,alive, Cameron Dow, Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.08,2020,6,26,1,1,cagl,306,8.3,19.5,46.58,, ,alive, Cameron Dow, Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.09,2020,7,8,1,1,cagl,306,8.3,19.5,47,, ,alive, Cameron Dow, Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.1,2020,7,23,1,1,cagl,306,8.3,19.5,47.86,,,alive, Cameron Dow, Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.11,2020,8,9,1,1,cagl,306,8.3,19.5,48.7,, ,alive, Cameron Dow, Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.12,2020,8,18,1,1,cagl,306,8.3,19.5,49.51,, ,alive, Cameron Dow, Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.13,2020,9,4,1,1,cagl,306,8.3,19.5,48.65,, ,alive, Cameron Dow, Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.14,2020,9,17,1,1,cagl,306,8.3,19.5,48.73,, ,alive, Cameron Dow, Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30331,1,2020.15,2020,10,3,1,1,cagl,306,8.3,19.5,48.82,,NA,alive, Cameron Dow, Cameron Dow,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA
30333,1,2020.01,2020,3,11,1,1,fagr,306,14,19.3,53.84,NA,NA,alive,Cameron Dow,Jessica Shue,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.02,2020,3,30,1,1,fagr,306,14,19.3,54.33,NA,NA,alive,Cameron Dow,Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.03,2020,4,14,1,1,fagr,306,14,19.3,54.11,NA,NA,alive,Cameron Dow,Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.04,2020,5,2,1,1,fagr,306,14,19.3,54.15,NA,NA,alive,Cameron Dow,Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.05,2020,5,15,1,1,fagr,306,14,19.3,54.01,NA,NA,alive,Cameron Dow,Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.06,2020,5,31,1,1,fagr,306,14,19.3,55.53,, ,alive, Cameron Dow, Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.07,2020,6,12,1,1,fagr,306,14,19.3,56.49,, ,alive, Cameron Dow, Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.08,2020,6,26,1,1,fagr,306,14,19.3,58.69,, ,alive, Cameron Dow, Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.09,2020,7,8,1,1,fagr,306,14,19.3,60.65,, ,alive, Cameron Dow, Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.1,2020,7,23,1,1,fagr,306,14,19.3,61.56,,,alive, Cameron Dow, Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.11,2020,8,9,1,1,fagr,306,14,19.3,62.67,, ,alive, Cameron Dow, Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.12,2020,8,18,1,1,fagr,306,14,19.3,63.33,, ,alive, Cameron Dow, Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.13,2020,9,4,1,1,fagr,306,14,19.3,64.35,, ,alive, Cameron Dow, Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.14,2020,9,17,1,1,fagr,306,14,19.3,64.09,, ,alive, Cameron Dow, Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30333,1,2020.15,2020,10,3,1,1,fagr,306,14,19.3,64.19,,NA,alive, Cameron Dow, Cameron Dow,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA
30339,1,2020.01,2020,3,11,1,1,litu,307,8.6,4.1,84.83,NA,double-checked,alive,Cameron Dow,Jessica Shue,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.02,2020,3,30,1,1,litu,307,8.6,4.1,85.45,NA,NA,alive,Cameron Dow,Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.03,2020,4,14,1,1,litu,307,8.6,4.1,85.36,NA,NA,alive,Cameron Dow,Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.04,2020,5,2,1,1,litu,307,8.6,4.1,84.46,NA,NA,alive,Cameron Dow,Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.05,2020,5,15,1,1,litu,307,8.6,4.1,84.9,NA,NA,alive,Cameron Dow,Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.06,2020,5,31,1,1,litu,307,8.6,4.1,86.18,, ,alive, Cameron Dow, Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.07,2020,6,12,1,1,litu,307,8.6,4.1,87.86,, ,alive, Cameron Dow, Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.08,2020,6,26,1,1,litu,307,8.6,4.1,90.07,, ,alive, Cameron Dow, Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.09,2020,7,8,1,1,litu,307,8.6,4.1,91.8,, ,alive, Cameron Dow, Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.1,2020,7,23,1,1,litu,307,8.6,4.1,92.83,,,alive, Cameron Dow, Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.11,2020,8,9,1,1,litu,307,8.6,4.1,94.6,, ,alive, Cameron Dow, Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.12,2020,8,18,1,1,litu,307,8.6,4.1,95.07,, ,alive, Cameron Dow, Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.13,2020,9,4,1,1,litu,307,8.6,4.1,95.75,, ,alive, Cameron Dow, Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.14,2020,9,17,1,1,litu,307,8.6,4.1,96.75,, ,alive, Cameron Dow, Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,1,2020.15,2020,10,3,1,1,litu,307,8.6,4.1,96.78,,NA,alive, Cameron Dow, Cameron Dow,3975,3975,NA,153.1,0,547,2,NA,1.3,NA,NA,NA,NA
30339,2,2020.01,2020,3,11,1,1,litu,307,8.6,4.1,62.23,NA,NA,alive,Cameron Dow,Jessica Shue,32681,3975,NA,153.1,0,752,2,NA,1.3,NA,NA,NA,NA
30339,2,2020.02,2020,3,30,1,1,litu,307,8.6,4.1,63,NA,NA,alive,Cameron Dow,Cameron Dow,32681,3975,NA,153.1,0,752,2,NA,1.3,NA,NA,NA,NA
30339,2,2020.03,2020,4,14,1,1,litu,307,8.6,4.1,63.6,NA,NA,alive,Cameron Dow,Cameron Dow,32681,3975,NA,153.1,0,752,2,NA,1.3,NA,NA,NA,NA
30339,2,2020.04,2020,5,2,1,1,litu,307,8.6,4.1,63.56,NA,NA,alive,Cameron Dow,Cameron Dow,32681,3975,NA,153.1,0,752,2,NA,1.3,NA,NA,NA,NA
