tag,stemtag,survey.ID,year,month,day,biannual,intraannual,sp,quadrat,lx,ly,measure,codes,notes,status,field.recorders,data.enter,stemID,treeID,dendDiam,dbh,new.band,dendroID,type,dir,dendHt,crown.condition,crown.illum,lianas,measureID,flag,newmeasure
12025,1,2017.02,2017,5,18,1,1,quru,117,15,16.3,131.87,,,alive,Victoria Meakem,Victoria Meakem,1713,1713,NA,832.5,0,244,2,NA,1.3,NA,NA,NA,NA,0,NA
12025,1,2017.03,2017,6,2,1,1,quru,117,15,16.3,134.65,,,alive,Ryan Helcoski,Ryan Helcoski,1713,1713,NA,832.5,0,244,2,NA,1.3,NA,NA,NA,NA,0,NA
12025,1,2017.04,2017,6,21,1,1,quru,117,15,16.3,138.2,,,alive,Abigail Ferson,Abigail Ferson,1713,1713,NA,832.5,0,244,2,NA,1.3,NA,NA,NA,NA,0,NA
12025,1,2017.05,2017,6,30,1,1,quru,117,15,16.3,138.83,,,alive,Abigail Ferson,Abigail Ferson,1713,1713,NA,832.5,0,244,2,NA,1.3,NA,NA,NA,NA,0,NA
12025,1,2017.06,2017,7,13,1,1,quru,117,15,16.3,140.31,,,alive,Ryan Helcoski,Ryan Helcoski,1713,1713,NA,832.5,0,244,2,NA,1.3,NA,NA,NA,NA,0,NA
12025,1,2017.07,2017,7,31,1,1,quru,117,15,16.3,140.84,,,alive,Ryan Helcoski,Ryan Helcoski,1713,1713,NA,832.5,0,244,2,NA,1.3,NA,NA,NA,NA,0,NA
12025,1,2017.09,2017,8,17,1,1,quru,117,15,16.3,NA,,,alive,Ryan Helcoski,Ryan Helcoski,1713,1713,NA,832.5,0,244,2,NA,1.3,NA,NA,NA,NA,0,NA
12025,1,2017.1,2017,9,11,1,1,quru,117,15,16.3,148.57,,,alive,Ryan Helcoski,Ryan Helcoski,1713,1713,NA,832.5,0,244,2,NA,1.3,NA,NA,NA,NA,0,NA
12025,1,2017.11,2017,9,21,1,1,quru,117,15,16.3,147.3,,,alive,Ryan Helcoski,Ryan Helcoski,1713,1713,NA,832.5,0,244,2,NA,1.3,NA,NA,NA,NA,0,NA
12025,1,2017.12,2017,11,14,1,1,quru,117,15,16.3,149.29,,,alive,"Lauren Bowman, Mario Morales",Mario Morales,1713,1713,NA,832.5,0,244,2,NA,1.3,NA,NA,NA,NA,0,NA
12259,1,2017.01,2017,4,18,1,0,litu,125,16.3,1.5,31.6,I,,alive,"Erika Gonzalez-Akre, Joe Kolowski",Caroline Kittle,1934,1934,NA,1018.8,0,659,2,NA,1.23,4,4,NA,NA,0,NA
12259,1,2017.12,2017,11,14,1,0,litu,125,16.3,1.5,35.46,,,alive,"Lauren Bowman, Mario Morales",Mario Morales,1934,1934,NA,1018.8,0,659,2,NA,1.23,NA,NA,NA,NA,0,NA
12270,1,2017.01,2017,4,18,1,0,tiam,125,19.4,19.6,37.97,,,alive,"Erika Gonzalez-Akre, Joe Kolowski",Caroline Kittle,1942,1942,NA,280.7,0,633,2,NA,1.19,4,4,NA,NA,0,NA
12270,1,2017.12,2017,11,14,1,0,tiam,125,19.4,19.6,47.32,,,alive,"Lauren Bowman, Mario Morales",Mario Morales,1942,1942,NA,280.7,0,633,2,NA,1.19,NA,NA,NA,NA,0,NA
12308,1,2017.01,2017,4,18,1,0,caca,126,11.7,0.6,34.41,,,alive,"Erika Gonzalez-Akre, Joe Kolowski",Caroline Kittle,1977,1942,NA,106,0,8,2,NA,1.22,4,2,NA,NA,0,NA
12308,1,2017.12,2017,11,14,1,0,caca,126,11.7,0.6,NA,,dead,dead,"Lauren Bowman, Mario Morales",Mario Morales,1977,1942,NA,106,0,8,2,NA,1.22,NA,NA,NA,NA,0,NA
12508,1,2017.01,2017,4,18,1,0,litu,131,10.7,10.4,124.3,,,alive,"Erika Gonzalez-Akre, Joe Kolowski",Caroline Kittle,2157,2157,NA,889.2,0,9,2,NA,1.3,4,4,NA,NA,0,NA
12508,1,2017.12,2017,11,14,1,0,litu,131,10.7,10.4,143.6,,,alive,"Lauren Bowman, Mario Morales",Mario Morales,2157,2157,NA,889.2,0,9,2,NA,1.3,NA,NA,NA,NA,0,NA
20432,1,2017.01,2017,4,18,1,0,fram,204,3.5,19.8,10.24,,,alive,Valentine Herrmann,Caroline Kittle,2661,2157,NA,550.5,0,696,2,NA,1.35,3,5,NA,NA,0,NA
20432,1,2017.12,2017,11,16,1,0,fram,204,3.5,19.8,NA,,dead,dead,"Lauren Bowman, Mario Morales",Lauren Bowman,2661,2157,NA,550.5,0,696,2,NA,1.35,NA,NA,NA,NA,0,NA
20587,1,2017.01,2017,4,18,1,0,litu,208,14.8,1.3,59.09,I,,alive,Valentine Herrmann,Caroline Kittle,2778,2778,NA,1207.3,0,634,2,NA,1.33,4,5,NA,NA,0,NA
20587,1,2017.12,2017,11,16,1,0,litu,208,14.8,1.3,86.3,,,alive,"Lauren Bowman, Mario Morales",Lauren Bowman,2778,2778,NA,1207.3,0,634,2,NA,1.33,NA,NA,NA,NA,0,NA
20603,1,2017.01,2017,4,18,1,0,fram,208,6,12.8,115,,,alive,Valentine Herrmann,Caroline Kittle,2793,2793,NA,840.8,0,12,2,NA,1.33,3,4,NA,NA,0,NA
20603,1,2017.12,2017,11,16,1,0,fram,208,6,12.8,121.81,,,alive,"Lauren Bowman, Mario Morales",Lauren Bowman,2793,2793,NA,840.8,0,12,2,NA,1.33,NA,NA,NA,NA,0,NA
20617,1,2017.01,2017,4,18,1,0,litu,209,6.9,7.6,148.63,,,alive,Valentine Herrmann,Caroline Kittle,2807,2807,NA,851,0,13,2,NA,1.32,3,4,NA,NA,0,NA
20617,1,2017.12,2017,11,16,1,0,litu,209,6.9,7.6,162.69,,"window too large, replace band; band replaced after Nov survey",alive,"Lauren Bowman, Mario Morales",Lauren Bowman,2807,2807,NA,851,0,13,2,NA,1.32,NA,NA,NA,NA,0,NA
20712,1,2017.01,2017,4,18,1,0,litu,212,1.5,8.3,10.3,,Double checked,alive,Valentine Herrmann,Caroline Kittle,2897,2897,NA,896.2,1,725,2,NA,1.45,4,4,NA,NA,0,NA
20712,1,2017.12,2017,11,16,1,0,litu,212,1.5,8.3,27.58,,,alive,"Lauren Bowman, Mario Morales",Lauren Bowman,2897,2897,NA,896.2,0,725,2,NA,1.45,NA,NA,NA,NA,0,NA
22004,1,2017.01,2017,4,18,1,0,litu,217,11.4,1.7,120.6,M; main,,alive,"Erika Gonzalez-Akre, Joe Kolowski",Caroline Kittle,3037,3037,NA,810,0,245,2,NA,1.3,3,4,NA,NA,0,NA
22004,1,2017.12,2017,11,14,1,0,litu,217,11.4,1.7,131.35,,,alive,"Lauren Bowman, Mario Morales",Mario Morales,3037,3037,NA,810,0,245,2,NA,1.3,NA,NA,NA,NA,0,NA
22041,1,2017.01,2017,4,18,1,0,litu,217,1.8,19,157.1,,Replace band,alive,"Erika Gonzalez-Akre, Joe Kolowski",Caroline Kittle,3072,3072,NA,817,0,15,2,NA,1.32,3,4,NA,NA,0,NA
22041,1,2017.12,2017,11,14,1,0,litu,217,1.8,19,27.33,,band replaced 04/21/2017,alive,"Lauren Bowman, Mario Morales",Mario Morales,3072,3072,NA,817,1,751,2,NA,1.32,NA,NA,NA,NA,0,NA
22170,1,2017.01,2017,4,18,1,0,litu,221,7.9,13.8,11.3,I,,alive,"Erika Gonzalez-Akre, Joe Kolowski",Caroline Kittle,3197,3197,NA,1128,0,697,2,NA,1.2,3,4,NA,NA,0,NA
22170,1,2017.12,2017,11,14,1,0,litu,221,7.9,13.8,23.21,,,alive,"Lauren Bowman, Mario Morales",Mario Morales,3197,3197,NA,1128,0,697,2,NA,1.2,NA,NA,NA,NA,0,NA
22333,1,2017.01,2017,4,18,1,0,fram,226,5.5,2.7,47.3,M; main,,alive,"Erika Gonzalez-Akre, Joe Kolowski",Caroline Kittle,3354,3354,NA,421.6,0,17,2,NA,0.97,4,4,NA,NA,0,NA
22333,1,2017.12,2017,11,14,1,0,fram,226,5.5,2.7,51.72,,,alive,"Lauren Bowman, Mario Morales",Mario Morales,3354,3354,NA,421.6,0,17,2,NA,0.97,NA,NA,NA,NA,0,NA
30039,1,2017.01,2017,4,18,1,0,fram,302,4.6,2.7,56.46,,,alive,"Victoria Meakem, Aaron",Caroline Kittle,3702,3354,NA,932,0,698,2,NA,1.3,3,4,NA,NA,0,NA
30039,1,2017.12,2017,11,16,1,0,fram,302,4.6,2.7,NA,,dead,dead,"Lauren Bowman, Mario Morales",Lauren Bowman,3702,3354,NA,932,0,698,2,NA,1.3,NA,NA,NA,NA,0,NA
30225,1,2017.01,2017,4,18,1,1,qual,306,20,3.1,17.27,,,alive,Valentine Herrmann,Caroline Kittle,3866,3866,NA,301,0,543,2,NA,1.42,4,3,NA,NA,0,NA
30225,1,2017.02,2017,5,18,1,1,qual,306,20,3.1,18.77,,,alive,Victoria Meakem,Victoria Meakem,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA,0,NA
30225,1,2017.03,2017,6,2,1,1,qual,306,20,3.1,18.97,,,alive,Ryan Helcoski,Ryan Helcoski,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA,0,NA
30225,1,2017.04,2017,6,21,1,1,qual,306,20,3.1,19.15,,,alive,Abigail Ferson,Abigail Ferson,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA,0,NA
30225,1,2017.05,2017,6,30,1,1,qual,306,20,3.1,19.7,,,alive,Abigail Ferson,Abigail Ferson,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA,0,NA
30225,1,2017.06,2017,7,13,1,1,qual,306,20,3.1,20.2,,,alive,Ryan Helcoski,Ryan Helcoski,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA,0,NA
30225,1,2017.07,2017,7,31,1,1,qual,306,20,3.1,20.45,,,alive,Ryan Helcoski,Ryan Helcoski,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA,0,NA
30225,1,2017.09,2017,8,17,1,1,qual,306,20,3.1,20.73,,,alive,Ryan Helcoski,Ryan Helcoski,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA,0,NA
30225,1,2017.1,2017,9,11,1,1,qual,306,20,3.1,20.93,,,alive,Ryan Helcoski,Ryan Helcoski,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA,0,NA
30225,1,2017.11,2017,9,21,1,1,qual,306,20,3.1,20.99,,,alive,Ryan Helcoski,Ryan Helcoski,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA,0,NA
30225,1,2017.12,2017,11,16,1,1,qual,306,20,3.1,20.95,,,alive,"Lauren Bowman, Mario Morales",Lauren Bowman,3866,3866,NA,301,0,543,2,NA,1.42,NA,NA,NA,NA,0,NA
30233,1,2017.01,2017,4,18,1,1,fagr,306,15.6,16.2,119.54,,,alive,Valentine Herrmann,Caroline Kittle,3874,3874,NA,1046.8,0,627,2,NA,1.28,4,4,NA,NA,0,NA
30233,1,2017.02,2017,5,18,1,1,fagr,306,15.6,16.2,119.8,,,alive,Victoria Meakem,Victoria Meakem,3874,3874,NA,1046.8,0,627,2,NA,1.28,NA,NA,NA,NA,0,NA
30233,1,2017.03,2017,6,2,1,1,fagr,306,15.6,16.2,120.02,,,alive,Ryan Helcoski,Ryan Helcoski,3874,3874,NA,1046.8,0,627,2,NA,1.28,NA,NA,NA,NA,0,NA
30233,1,2017.04,2017,6,21,1,1,fagr,306,15.6,16.2,122.08,,,alive,Abigail Ferson,Abigail Ferson,3874,3874,NA,1046.8,0,627,2,NA,1.28,NA,NA,NA,NA,0,NA
30233,1,2017.05,2017,6,30,1,1,fagr,306,15.6,16.2,123.25,,,alive,Abigail Ferson,Abigail Ferson,3874,3874,NA,1046.8,0,627,2,NA,1.28,NA,NA,NA,NA,0,NA
30233,1,2017.06,2017,7,13,1,1,fagr,306,15.6,16.2,124.77,,,alive,Ryan Helcoski,Ryan Helcoski,3874,3874,NA,1046.8,0,627,2,NA,1.28,NA,NA,NA,NA,0,NA
30233,1,2017.07,2017,7,31,1,1,fagr,306,15.6,16.2,130.15,,,alive,Ryan Helcoski,Ryan Helcoski,3874,3874,NA,1046.8,0,627,2,NA,1.28,NA,NA,NA,NA,0,NA
30233,1,2017.09,2017,8,17,1,1,fagr,306,15.6,16.2,132.36,,,alive,Ryan Helcoski,Ryan Helcoski,3874,3874,NA,1046.8,0,627,2,NA,1.28,NA,NA,NA,NA,0,NA
30233,1,2017.1,2017,9,11,1,1,fagr,306,15.6,16.2,132.2,,,alive,Ryan Helcoski,Ryan Helcoski,3874,3874,NA,1046.8,0,627,2,NA,1.28,NA,NA,NA,NA,0,NA
30233,1,2017.11,2017,9,21,1,1,fagr,306,15.6,16.2,131.99,,,alive,Ryan Helcoski,Ryan Helcoski,3874,3874,NA,1046.8,0,627,2,NA,1.28,NA,NA,NA,NA,0,NA
30233,1,2017.12,2017,11,16,1,1,fagr,306,15.6,16.2,131.71,,,alive,"Lauren Bowman, Mario Morales",Lauren Bowman,3874,3874,NA,1046.8,0,627,2,NA,1.28,NA,NA,NA,NA,0,NA
30234,1,2017.01,2017,4,18,1,1,fagr,306,15.3,18.5,30.32,,,alive,Valentine Herrmann,Caroline Kittle,3875,3875,NA,71.5,0,544,2,NA,1.4,4,2,NA,NA,0,NA
30234,1,2017.02,2017,5,18,1,1,fagr,306,15.3,18.5,30.36,,,alive,Victoria Meakem,Victoria Meakem,3875,3875,NA,71.5,0,544,2,NA,1.4,NA,NA,NA,NA,0,NA
30234,1,2017.03,2017,6,2,1,1,fagr,306,15.3,18.5,30.36,,,alive,Ryan Helcoski,Ryan Helcoski,3875,3875,NA,71.5,0,544,2,NA,1.4,NA,NA,NA,NA,0,NA
30234,1,2017.04,2017,6,21,1,1,fagr,306,15.3,18.5,30.49,,,alive,Abigail Ferson,Abigail Ferson,3875,3875,NA,71.5,0,544,2,NA,1.4,NA,NA,NA,NA,0,NA
30234,1,2017.05,2017,6,30,1,1,fagr,306,15.3,18.5,30.97,,,alive,Abigail Ferson,Abigail Ferson,3875,3875,NA,71.5,0,544,2,NA,1.4,NA,NA,NA,NA,0,NA
30234,1,2017.06,2017,7,13,1,1,fagr,306,15.3,18.5,30.54,,,alive,Ryan Helcoski,Ryan Helcoski,3875,3875,NA,71.5,0,544,2,NA,1.4,NA,NA,NA,NA,0,NA
30234,1,2017.07,2017,7,31,1,1,fagr,306,15.3,18.5,30.69,,,alive,Ryan Helcoski,Ryan Helcoski,3875,3875,NA,71.5,0,544,2,NA,1.4,NA,NA,NA,NA,0,NA
30234,1,2017.09,2017,8,17,1,1,fagr,306,15.3,18.5,31.13,,,alive,Ryan Helcoski,Ryan Helcoski,3875,3875,NA,71.5,0,544,2,NA,1.4,NA,NA,NA,NA,0,NA
30234,1,2017.1,2017,9,11,1,1,fagr,306,15.3,18.5,30.93,,,alive,Ryan Helcoski,Ryan Helcoski,3875,3875,NA,71.5,0,544,2,NA,1.4,NA,NA,NA,NA,0,NA
30234,1,2017.11,2017,9,21,1,1,fagr,306,15.3,18.5,31.02,,"needs replacing, 9/21",alive,Ryan Helcoski,Ryan Helcoski,3875,3875,NA,71.5,0,544,2,NA,1.4,NA,NA,NA,NA,0,NA
30234,1,2017.12,2017,11,16,1,1,fagr,306,15.3,18.5,31.25,,,alive,"Lauren Bowman, Mario Morales",Lauren Bowman,3875,3875,NA,71.5,0,544,2,NA,1.4,NA,NA,NA,NA,0,NA
30331,1,2017.01,2017,4,18,1,1,cagl,306,8.3,19.5,24.57,,,alive,Valentine Herrmann,Caroline Kittle,3967,3967,NA,216,0,545,2,NA,1.46,4,3,NA,NA,0,NA
30331,1,2017.02,2017,5,18,1,1,cagl,306,8.3,19.5,26.25,,,alive,Victoria Meakem,Victoria Meakem,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA,0,NA
30331,1,2017.03,2017,6,2,1,1,cagl,306,8.3,19.5,27.18,,,alive,Ryan Helcoski,Ryan Helcoski,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA,0,NA
30331,1,2017.04,2017,6,21,1,1,cagl,306,8.3,19.5,27.59,,,alive,Abigail Ferson,Abigail Ferson,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA,0,NA
30331,1,2017.05,2017,6,30,1,1,cagl,306,8.3,19.5,28.03,,,alive,Abigail Ferson,Abigail Ferson,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA,0,NA
30331,1,2017.06,2017,7,13,1,1,cagl,306,8.3,19.5,28.38,,,alive,Ryan Helcoski,Ryan Helcoski,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA,0,NA
30331,1,2017.07,2017,7,31,1,1,cagl,306,8.3,19.5,28.53,,,alive,Ryan Helcoski,Ryan Helcoski,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA,0,NA
30331,1,2017.09,2017,8,17,1,1,cagl,306,8.3,19.5,29.06,,,alive,Ryan Helcoski,Ryan Helcoski,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA,0,NA
30331,1,2017.1,2017,9,11,1,1,cagl,306,8.3,19.5,29,,,alive,Ryan Helcoski,Ryan Helcoski,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA,0,NA
30331,1,2017.11,2017,9,21,1,1,cagl,306,8.3,19.5,28.99,,,alive,Ryan Helcoski,Ryan Helcoski,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA,0,NA
30331,1,2017.12,2017,11,16,1,1,cagl,306,8.3,19.5,29.17,,,alive,"Lauren Bowman, Mario Morales",Lauren Bowman,3967,3967,NA,216,0,545,2,NA,1.46,NA,NA,NA,NA,0,NA
30333,1,2017.01,2017,4,18,1,1,fagr,306,14,19.3,18.61,,Band replaced 4/3/2017,alive,Valentine Herrmann,Caroline Kittle,3969,3969,NA,222,1,726,2,NA,1.52,4,3,NA,NA,0,NA
30333,1,2017.02,2017,5,18,1,1,fagr,306,14,19.3,18.66,,,alive,Victoria Meakem,Victoria Meakem,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA,0,NA
30333,1,2017.03,2017,6,2,1,1,fagr,306,14,19.3,19.04,,,alive,Ryan Helcoski,Ryan Helcoski,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA,0,NA
30333,1,2017.04,2017,6,21,1,1,fagr,306,14,19.3,20.71,,,alive,Abigail Ferson,Abigail Ferson,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA,0,NA
30333,1,2017.05,2017,6,30,1,1,fagr,306,14,19.3,21.32,,,alive,Abigail Ferson,Abigail Ferson,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA,0,NA
30333,1,2017.06,2017,7,13,1,1,fagr,306,14,19.3,22.65,,,alive,Ryan Helcoski,Ryan Helcoski,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA,0,NA
30333,1,2017.07,2017,7,31,1,1,fagr,306,14,19.3,22.59,,,alive,Ryan Helcoski,Ryan Helcoski,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA,0,NA
30333,1,2017.09,2017,8,17,1,1,fagr,306,14,19.3,23.55,,,alive,Ryan Helcoski,Ryan Helcoski,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA,0,NA
30333,1,2017.1,2017,9,11,1,1,fagr,306,14,19.3,23.76,,,alive,Ryan Helcoski,Ryan Helcoski,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA,0,NA
30333,1,2017.11,2017,9,21,1,1,fagr,306,14,19.3,23.8,,,alive,Ryan Helcoski,Ryan Helcoski,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA,0,NA
30333,1,2017.12,2017,11,16,1,1,fagr,306,14,19.3,23.64,,,alive,"Lauren Bowman, Mario Morales",Lauren Bowman,3969,3969,NA,222,0,726,2,NA,1.52,NA,NA,NA,NA,0,NA
30339,1,2017.01,2017,4,18,1,1,litu,307,8.6,4.1,46.45,M; main,,alive,Valentine Herrmann,Caroline Kittle,3975,3975,NA,588,0,547,2,NA,1.3,4,5,NA,NA,0,NA
30339,2,2017.01,2017,4,18,1,1,litu,307,8.6,4.1,144.11,S,,alive,Valentine Herrmann,Caroline Kittle,32681,3975,NA,504,0,548,2,NA,1.3,4,5,NA,NA,0,NA
30339,3,2017.01,2017,4,18,1,1,litu,307,8.6,4.1,30.25,S,,alive,Valentine Herrmann,Caroline Kittle,37149,3975,NA,153.1,0,549,2,NA,1.3,4,3,NA,NA,0,NA
30339,1,2017.02,2017,5,18,1,1,litu,307,8.6,4.1,48.83,,,alive,Victoria Meakem,Victoria Meakem,3975,3975,NA,588,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,2,2017.02,2017,5,18,1,1,litu,307,8.6,4.1,145.32,,,alive,Victoria Meakem,Victoria Meakem,32681,3975,NA,504,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,3,2017.02,2017,5,18,1,1,litu,307,8.6,4.1,30.99,,,alive,Victoria Meakem,Victoria Meakem,37149,3975,NA,153.1,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,1,2017.03,2017,6,2,1,1,litu,307,8.6,4.1,48.86,,,alive,Ryan Helcoski,Ryan Helcoski,3975,3975,NA,588,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,2,2017.03,2017,6,2,1,1,litu,307,8.6,4.1,146.91,,,alive,Ryan Helcoski,Ryan Helcoski,32681,3975,NA,504,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,3,2017.03,2017,6,2,1,1,litu,307,8.6,4.1,31.58,,,alive,Ryan Helcoski,Ryan Helcoski,37149,3975,NA,153.1,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,1,2017.04,2017,6,21,1,1,litu,307,8.6,4.1,50.34,,,alive,Abigail Ferson,Abigail Ferson,3975,3975,NA,588,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,2,2017.04,2017,6,21,1,1,litu,307,8.6,4.1,151.54,,,alive,Abigail Ferson,Abigail Ferson,32681,3975,NA,504,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,3,2017.04,2017,6,21,1,1,litu,307,8.6,4.1,32.39,,,alive,Abigail Ferson,Abigail Ferson,37149,3975,NA,153.1,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,1,2017.05,2017,6,30,1,1,litu,307,8.6,4.1,52.83,,,alive,Abigail Ferson,Abigail Ferson,3975,3975,NA,588,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,2,2017.05,2017,6,30,1,1,litu,307,8.6,4.1,152.58,,,alive,Abigail Ferson,Abigail Ferson,32681,3975,NA,504,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,3,2017.05,2017,6,30,1,1,litu,307,8.6,4.1,32.53,,,alive,Abigail Ferson,Abigail Ferson,37149,3975,NA,153.1,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,1,2017.06,2017,7,13,1,1,litu,307,8.6,4.1,55.3,,,alive,Ryan Helcoski,Ryan Helcoski,3975,3975,NA,588,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,2,2017.06,2017,7,13,1,1,litu,307,8.6,4.1,155,,,alive,Ryan Helcoski,Ryan Helcoski,32681,3975,NA,504,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
30339,3,2017.06,2017,7,13,1,1,litu,307,8.6,4.1,33.36,,,alive,Ryan Helcoski,Ryan Helcoski,37149,3975,NA,153.1,0,549,2,NA,1.3,NA,NA,NA,NA,0,NA
